,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,Season,avg_temp
459,91,Dry chillies,1995,45223,591,Rabi       ,17.74
460,51461,Gram,1995,45223,591,Rabi       ,17.62
461,15060,Groundnut,1995,274272,591,Rabi       ,17.74
462,1560,Horse-gram,1995,274272,591,Rabi       ,17.62
463,21391,Jowar,1995,50306,591,Rabi       ,17.74
464,7,Linseed,1995,50306,591,Rabi       ,17.62
465,1212,Maize,1995,34588,591,Rabi       ,17.74
466,22,Moong(Green Gram),1995,34588,591,Rabi       ,17.62
467,535,Onion,1995,20446,591,Rabi       ,17.74
468,17,Other  Rabi pulses,1995,20446,591,Rabi       ,17.62
469,614,Ragi,1995,168000,591,Rabi       ,17.74
470,10826,Rice,1995,168000,591,Rabi       ,17.62
471,307,Safflower,1995,21675,591,Rabi       ,17.74
472,70,Small millets,1995,21675,591,Rabi       ,17.62
473,414,Wheat,1996,100000,591,Rabi       ,17.64
474,266,Arecanut,1996,100000,591,Whole Year ,17.97
475,36,Banana,1996,40397,591,Whole Year ,17.64
476,101,Bhindi,1996,40397,591,Whole Year ,17.97
477,1129,Brinjal,1996,228877,591,Whole Year ,17.64
478,706,Citrus Fruit,1996,228877,591,Whole Year ,17.97
479,839,Coconut ,1996,51031,591,Whole Year ,17.64
480,5646,Coriander,1996,51031,591,Whole Year ,17.97
481,51,Cucumber,1996,38763,591,Whole Year ,17.64
482,118,Grapes,1996,38763,591,Whole Year ,17.97
483,3935,Mango,1996,21051,591,Whole Year ,17.64
484,13441,Orange,1996,21051,591,Whole Year ,17.97
485,3241,Other Fresh Fruits,1996,170000,591,Whole Year ,17.64
486,1783,Other Vegetables,1996,170000,591,Whole Year ,17.97
487,1381,Papaya,1996,19344,591,Whole Year ,17.64
488,1466,Pome Fruit,1996,19344,591,Whole Year ,17.97
489,454,Sugarcane,1997,100000,591,Whole Year ,18.29
490,30,Sweet potato,1997,100000,591,Whole Year ,18.54
491,20,Tobacco,1997,45557,591,Whole Year ,18.29
492,2827,Tomato,1997,45557,591,Whole Year ,18.54
493,32752,Arhar/Tur,1997,268502,591,Kharif     ,18.29
494,1021,Bajra,1997,268502,591,Kharif     ,18.54
495,1578,Castor seed,1997,53703,591,Kharif     ,18.29
496,8933,Cotton(lint),1997,53703,591,Kharif     ,18.54
497,3402,Dry chillies,1997,36845,591,Kharif     ,18.29
498,857823,Groundnut,1997,36845,591,Kharif     ,18.54
499,421,Horse-gram,1997,17212,591,Kharif     ,18.29
500,4300,Jowar,1997,17212,591,Kharif     ,18.54
501,3495,Maize,1997,145662,591,Kharif     ,18.29
502,1464,Moong(Green Gram),1997,145662,591,Kharif     ,18.54
503,1324,Onion,1997,22426,591,Kharif     ,18.29
504,1605,Other Kharif pulses,1997,22426,591,Kharif     ,18.54
505,3166,Ragi,1998,100000,591,Kharif     ,17.23
506,24335,Rice,1998,100000,591,Kharif     ,17.52
507,661,Small millets,1998,60780,591,Kharif     ,17.23
508,1131,Soyabean,1998,60780,591,Kharif     ,17.52
509,56819,Sunflower,1998,293744,591,Kharif     ,17.23
510,76,Urad,1998,293744,591,Kharif     ,17.52
511,62,Bajra,1998,47762,591,Rabi       ,17.23
512,155,Dry chillies,1998,47762,591,Rabi       ,17.52
513,42106,Gram,1998,48105,591,Rabi       ,17.23
514,14500,Groundnut,1998,48105,591,Rabi       ,17.52
515,226,Horse-gram,1998,26937,591,Rabi       ,17.23
516,11871,Jowar,1998,26937,591,Rabi       ,17.52
517,34,Linseed,1998,175055,591,Rabi       ,17.23
518,3572,Maize,1998,175055,591,Rabi       ,17.52
519,3,Moong(Green Gram),1998,26088,591,Rabi       ,17.23
520,234,Onion,1998,26088,591,Rabi       ,17.52
521,397,Ragi,1999,100000,591,Rabi       ,17.15
522,9240,Rice,1999,100000,591,Rabi       ,17.71
523,186,Safflower,1999,53702,591,Rabi       ,17.15
524,36,Small millets,1999,53702,591,Rabi       ,17.71
525,27228,Sunflower,1999,238938,591,Rabi       ,17.15
526,393,Wheat,1999,238938,591,Rabi       ,17.71
527,324,Banana,1999,57337,591,Whole Year ,17.15
528,837,Coconut ,1999,57337,591,Whole Year ,17.71
529,2439,Coriander,1999,43845,591,Whole Year ,17.15
530,2,Potato,1999,43845,591,Whole Year ,17.71
531,400,Sugarcane,1999,24450,591,Whole Year ,17.15
532,33,Sweet potato,1999,24450,591,Whole Year ,17.71
533,49,Tobacco,1999,143991,591,Whole Year ,17.15
534,4,Turmeric,1999,143991,591,Whole Year ,17.71
535,35013,Arhar/Tur,1999,23028,591,Kharif     ,17.15
536,993,Bajra,1999,23028,591,Kharif     ,17.71
537,2081,Castor seed,2000,100000,591,Kharif     ,16.98
538,3295,Cotton(lint),2000,100000,591,Kharif     ,17.66
539,2178,Dry chillies,2000,54329,591,Kharif     ,16.98
540,877029,Groundnut,2000,54329,591,Kharif     ,17.66
541,410,Horse-gram,2000,277566,591,Kharif     ,16.98
542,3759,Jowar,2000,277566,591,Kharif     ,17.66
543,5958,Maize,2000,47798,591,Kharif     ,16.98
544,1078,Moong(Green Gram),2000,47798,591,Kharif     ,17.66
545,985,Onion,2000,46477,591,Kharif     ,16.98
546,1429,Other Kharif pulses,2000,46477,591,Kharif     ,17.66
547,2303,Ragi,2000,23312,591,Kharif     ,16.98
548,25008,Rice,2000,23312,591,Kharif     ,17.66
549,854,Small millets,2000,151462,591,Kharif     ,16.98
550,421,Soyabean,2000,151462,591,Kharif     ,17.66
551,69,Urad,2000,24873,591,Kharif     ,16.98
552,66,Bajra,2000,24873,591,Rabi       ,17.66
553,58,Dry chillies,2001,100000,591,Rabi       ,17.71
554,49105,Gram,2001,100000,591,Rabi       ,18.42
555,22006,Groundnut,2001,54553,591,Rabi       ,17.71
556,205,Horse-gram,2001,54553,591,Rabi       ,18.42
557,12931,Jowar,2001,283768,591,Rabi       ,17.71
558,29,Linseed,2001,283768,591,Rabi       ,18.42
559,1435,Maize,2001,57495,591,Rabi       ,17.71
560,16,Moong(Green Gram),2001,57495,591,Rabi       ,18.42
561,381,Onion,2001,47429,591,Rabi       ,17.71
562,472,Ragi,2001,47429,591,Rabi       ,18.42
563,23142,Rice,2001,25846,591,Rabi       ,17.71
564,162,Safflower,2001,25846,591,Rabi       ,18.42
565,11,Urad,2001,155212,591,Rabi       ,17.71
566,297,Wheat,2001,155212,591,Rabi       ,18.42
567,268,Arecanut,2001,24934,591,Whole Year ,17.71
568,303,Banana,2001,24934,591,Whole Year ,18.42
569,836,Coconut ,2002,100000,591,Whole Year ,17.58
570,2962,Coriander,2002,100000,591,Whole Year ,18.07
571,227,Sugarcane,2002,60791,591,Whole Year ,17.58
572,48677,Sunflower,2002,60791,591,Whole Year ,18.07
573,23,Sweet potato,2002,251347,591,Whole Year ,17.58
574,1,Tobacco,2002,251347,591,Whole Year ,18.07
575,2,Turmeric,2002,57197,591,Whole Year ,17.58
576,26244,Arhar/Tur,2002,57197,591,Kharif     ,18.07
577,620,Bajra,2002,52691,591,Kharif     ,17.58
578,899,Castor seed,2002,52691,591,Kharif     ,18.07
579,1506,Cotton(lint),2002,26304,591,Kharif     ,17.58
580,1754,Dry chillies,2002,26304,591,Kharif     ,18.07
581,644007,Groundnut,2002,155890,591,Kharif     ,17.58
582,1021,Horse-gram,2002,155890,591,Kharif     ,18.07
583,18043,Jowar,2002,22398,591,Kharif     ,17.58
584,4877,Maize,2002,22398,591,Kharif     ,18.07
585,788,Moong(Green Gram),2004,100000,591,Kharif     ,17.67
586,869,Onion,2004,100000,591,Kharif     ,18.11
587,742,Other Kharif pulses,2004,63931,591,Kharif     ,17.67
588,2035,Ragi,2004,63931,591,Kharif     ,18.11
589,22349,Rice,2004,288717,591,Kharif     ,17.67
590,450,Small millets,2004,288717,591,Kharif     ,18.11
591,69,Urad,2004,62661,591,Kharif     ,17.67
592,141,Bajra,2004,62661,591,Rabi       ,18.11
593,10,Dry chillies,2004,45531,591,Rabi       ,17.67
594,83533,Gram,2004,45531,591,Rabi       ,18.11
595,18104,Groundnut,2004,22075,591,Rabi       ,17.67
596,1779,Horse-gram,2004,22075,591,Rabi       ,18.11
597,24944,Jowar,2004,154867,591,Rabi       ,17.67
598,15,Linseed,2004,154867,591,Rabi       ,18.11
599,3120,Maize,2004,25441,591,Rabi       ,17.67
600,139,Moong(Green Gram),2004,25441,591,Rabi       ,18.11
601,167,Onion,2005,100000,591,Rabi       ,17.32
602,386,Ragi,2005,100000,591,Rabi       ,17.83
603,10846,Rice,2005,73587,591,Rabi       ,17.32
604,72,Safflower,2005,73587,591,Rabi       ,17.83
605,24,Urad,2005,283917,591,Rabi       ,17.32
606,190,Wheat,2005,283917,591,Rabi       ,17.83
607,217,Arecanut,2005,60165,591,Whole Year ,17.32
608,289,Banana,2005,60165,591,Whole Year ,17.83
609,790,Coconut ,2005,51872,591,Whole Year ,17.32
610,1389,Coriander,2005,51872,591,Whole Year ,17.83
611,339,Sugarcane,2005,27287,591,Whole Year ,17.32
612,60751,Sunflower,2005,27287,591,Whole Year ,17.83
613,25,Sweet potato,2005,154472,591,Whole Year ,17.32
614,1,Turmeric,2005,154472,591,Whole Year ,17.83
615,37000,Arhar/Tur,2005,26356,591,Kharif     ,17.32
616,1000,Bajra,2005,26356,591,Kharif     ,17.83
617,2000,Castor seed,2006,100000,591,Kharif     ,18.1
618,3000,Cotton(lint),2006,100000,591,Kharif     ,18.35
619,2000,Dry chillies,2006,59030,591,Kharif     ,18.1
620,876000,Groundnut,2006,59030,591,Kharif     ,18.35
621,4000,Jowar,2006,285828,591,Kharif     ,18.1
622,7000,Maize,2006,285828,591,Kharif     ,18.35
623,1000,Moong(Green Gram),2006,70610,591,Kharif     ,18.1
624,2000,Onion,2006,70610,591,Kharif     ,18.35
625,2000,Ragi,2006,46778,591,Kharif     ,18.1
626,30000,Rice,2006,46778,591,Kharif     ,18.35
627,19000,Sunflower,2006,26793,591,Kharif     ,18.1
628,75000,Gram,2006,26793,591,Rabi       ,18.35
629,21000,Groundnut,2006,143478,591,Rabi       ,18.1
630,1000,Horse-gram,2006,143478,591,Rabi       ,18.35
631,12000,Jowar,2006,25302,591,Rabi       ,18.1
632,6000,Maize,2006,25302,591,Rabi       ,18.35
633,14000,Rice,2007,100000,591,Rabi       ,16.71
634,26000,Sunflower,2007,100000,591,Rabi       ,17.14
635,34067,Arhar/Tur,2007,76655,591,Kharif     ,16.71
636,743,Bajra,2007,76655,591,Kharif     ,17.14
637,886,Castor seed,2007,286765,591,Kharif     ,16.71
638,1611,Cotton(lint),2007,286765,591,Kharif     ,17.14
639,1574,Dry chillies,2007,65604,591,Kharif     ,16.71
640,853577,Groundnut,2007,65604,591,Kharif     ,17.14
641,295,Horse-gram,2007,47021,591,Kharif     ,16.71
642,1782,Jowar,2007,47021,591,Kharif     ,17.14
643,6041,Maize,2007,29712,591,Kharif     ,16.71
644,629,Moong(Green Gram),2007,29712,591,Kharif     ,17.14
645,1376,Onion,2007,141667,591,Kharif     ,16.71
646,60,Other Kharif pulses,2007,141667,591,Kharif     ,17.14
647,1460,Ragi,2007,26234,591,Kharif     ,16.71
648,30306,Rice,2007,26234,591,Kharif     ,17.14
649,112,Small millets,2008,100000,591,Kharif     ,17.71
650,182,Soyabean,2008,100000,591,Kharif     ,18.39
651,26,Bajra,2008,64525,591,Rabi       ,17.71
652,73055,Gram,2008,64525,591,Rabi       ,18.39
653,16879,Groundnut,2008,279412,591,Rabi       ,17.71
654,205,Horse-gram,2008,279412,591,Rabi       ,18.39
655,12501,Jowar,2008,68278,591,Rabi       ,17.71
656,14,Linseed,2008,68278,591,Rabi       ,18.39
657,3658,Maize,2008,47474,591,Rabi       ,17.71
658,173,Onion,2008,47474,591,Rabi       ,18.39
659,336,Ragi,2008,28216,591,Rabi       ,17.71
660,18416,Rice,2008,28216,591,Rabi       ,18.39
661,113,Safflower,2008,145105,591,Rabi       ,17.71
662,164,Wheat,2008,145105,591,Rabi       ,18.39
663,325,Arecanut,2008,28271,591,Whole Year ,17.71
664,3603,Banana,2008,28271,591,Whole Year ,18.39
665,786,Coconut ,2009,101695,591,Whole Year ,18.16
666,3766,Coriander,2009,101695,591,Whole Year ,18.09
667,131,Sugarcane,2009,55760,591,Whole Year ,18.16
668,42268,Sunflower,2009,55760,591,Whole Year ,18.09
669,99,Tobacco,2009,284439,591,Whole Year ,18.16
670,4,Turmeric,2009,284439,591,Whole Year ,18.09
671,20269,Arhar/Tur,2009,68842,591,Kharif     ,18.16
672,1722,Bajra,2009,68842,591,Kharif     ,18.09
673,1332,Castor seed,2009,38752,591,Kharif     ,18.16
674,2063,Cotton(lint),2009,38752,591,Kharif     ,18.09
675,1604,Dry chillies,2009,18480,591,Kharif     ,18.16
676,510874,Groundnut,2009,18480,591,Kharif     ,18.09
677,5848,Horse-gram,2009,151208,591,Kharif     ,18.16
678,41409,Jowar,2009,151208,591,Kharif     ,18.09
679,8852,Maize,2009,19628,591,Kharif     ,18.16
680,448,Moong(Green Gram),2009,19628,591,Kharif     ,18.09
681,1663,Onion,2010,101000,591,Kharif     ,17.33
682,57,Other Kharif pulses,2010,101000,591,Kharif     ,17.84
683,2420,Ragi,2010,78040,591,Kharif     ,17.33
684,32226,Rice,2010,78040,591,Kharif     ,17.84
685,1045,Small millets,2010,289849,591,Kharif     ,17.33
686,24,Soyabean,2010,289849,591,Kharif     ,17.84
687,30,Urad,2010,57646,591,Kharif     ,17.33
688,316,Arhar/Tur,2010,57646,591,Rabi       ,17.84
689,45,Bajra,2010,48163,591,Rabi       ,17.33
690,92936,Gram,2010,48163,591,Rabi       ,17.84
691,19507,Groundnut,2010,29053,591,Rabi       ,17.33
692,4935,Horse-gram,2010,29053,591,Rabi       ,17.84
693,17721,Jowar,2010,149382,591,Rabi       ,17.33
694,4615,Maize,2010,149382,591,Rabi       ,17.84
695,8,Moong(Green Gram),2010,27113,591,Rabi       ,17.33
696,230,Onion,2010,27113,591,Rabi       ,17.84
697,1122,Ragi,2011,100000,591,Rabi       ,17.58
698,8,Rapeseed &Mustard,2011,100000,591,Rabi       ,17.93
699,19428,Rice,2011,63503,591,Rabi       ,17.58
700,46,Safflower,2011,63503,591,Rabi       ,17.93
701,17,Urad,2011,286657,591,Rabi       ,17.58
702,179,Wheat,2011,286657,591,Rabi       ,17.93
703,356,Arecanut,2011,67901,591,Whole Year ,17.58
704,5010,Banana,2011,67901,591,Whole Year ,17.93
705,725,Coconut ,2011,44029,591,Whole Year ,17.58
706,4470,Coriander,2011,44029,591,Whole Year ,17.93
707,112,Sugarcane,2011,26053,591,Whole Year ,17.58
708,55286,Sunflower,2011,26053,591,Whole Year ,17.93
709,13,Sweet potato,2011,148754,591,Whole Year ,17.58
710,700,Tobacco,2011,148754,591,Whole Year ,17.93
711,66013,Arhar/Tur,2011,35063,591,Kharif     ,17.58
712,2010,Bajra,2011,35063,591,Kharif     ,17.93
713,4328,Castor seed,2012,100000,591,Kharif     ,18.18
714,4338,Cotton(lint),2012,100000,591,Kharif     ,18.43
715,1968,Dry chillies,2012,57346,591,Kharif     ,18.18
716,814077,Groundnut,2012,57346,591,Kharif     ,18.43
717,655,Horse-gram,2012,287821,591,Kharif     ,18.18
718,2606,Jowar,2012,287821,591,Kharif     ,18.43
719,10726,Maize,2012,66617,591,Kharif     ,18.18
720,32,Mesta,2012,66617,591,Kharif     ,18.43
721,791,Moong(Green Gram),2012,46534,591,Kharif     ,18.18
722,1620,Onion,2012,46534,591,Kharif     ,18.43
723,1,Other Kharif pulses,2012,22814,591,Kharif     ,18.18
724,1876,Ragi,2012,22814,591,Kharif     ,18.43
725,34973,Rice,2012,148126,591,Kharif     ,18.18
726,371,Small millets,2012,148126,591,Kharif     ,18.43
727,1682,Soyabean,2012,32199,591,Kharif     ,18.18
728,14,Urad,2012,32199,591,Kharif     ,18.43
729,5,Bajra,2013,99459,591,Rabi       ,16.45
730,94240,Gram,2013,99459,591,Rabi       ,16.88
731,19993,Groundnut,2013,66037,591,Rabi       ,16.45
732,1527,Horse-gram,2013,66037,591,Rabi       ,16.88
733,13274,Jowar,2013,288984,591,Rabi       ,16.45
734,4750,Maize,2013,288984,591,Rabi       ,16.88
735,83,Moong(Green Gram),2013,67187,591,Rabi       ,16.45
736,306,Onion,2013,67187,591,Rabi       ,16.88
737,556,Ragi,2013,40852,591,Rabi       ,16.45
738,24828,Rice,2013,40852,591,Rabi       ,16.88
739,45,Safflower,2013,25391,591,Rabi       ,16.45
740,559,Urad,2013,25391,591,Rabi       ,16.88
741,131,Wheat,2013,147498,591,Rabi       ,16.45
742,409,Arecanut,2013,147498,591,Whole Year ,16.88
743,4416,Banana,2013,26581,591,Whole Year ,16.45
744,5323,Coriander,2013,26581,591,Whole Year ,16.88
745,21,Potato,1992,32344,562,Whole Year ,7.44
746,235,Sugarcane,1992,111301,562,Whole Year ,7.44
747,17615,Sunflower,1992,21600,562,Whole Year ,7.44
748,4,Sweet potato,1993,32261,562,Whole Year ,7.69
749,174,Tobacco,1993,134416,562,Whole Year ,7.69
750,13,Turmeric,1993,22257,562,Whole Year ,7.69
751,51728,Arhar/Tur,1994,32667,562,Kharif     ,8.84
752,2614,Bajra,1994,131195,562,Kharif     ,8.84
753,30203,Castor seed,1994,17842,562,Kharif     ,8.84
754,19299,Cotton(lint),1995,18261,562,Kharif     ,9.76
755,846,Cowpea(Lobia),1995,131196,562,Kharif     ,9.76
756,4101,Dry chillies,1995,25480,562,Kharif     ,9.76
757,733960,Groundnut,1996,22239,562,Kharif     ,9.55
758,1212,Horse-gram,1996,129626,562,Kharif     ,9.55
759,7190,Jowar,1996,23569,562,Kharif     ,9.55
760,25447,Maize,1997,45548,562,Kharif     ,9.1
761,15,Mesta,1997,109362,562,Kharif     ,9.1
762,785,Moong(Green Gram),1997,17009,562,Kharif     ,9.1
763,2757,Onion,1998,26082,562,Kharif     ,10.28
764,3,Other Kharif pulses,1998,134409,562,Kharif     ,10.28
765,50,other oilseeds,1998,20651,562,Kharif     ,10.28
766,1574,Ragi,1999,40303,562,Kharif     ,10.11
767,37720,Rice,1999,130618,562,Kharif     ,10.11
768,1092,Small millets,1999,19466,562,Kharif     ,10.11
769,1656,Soyabean,2000,23178,562,Kharif     ,9.68
770,32,Urad,2000,87349,562,Kharif     ,9.68
771,17,Arhar/Tur,2000,16679,562,Rabi       ,9.68
772,116,Bajra,2001,37913,562,Rabi       ,10.18
773,15,Cowpea(Lobia),2001,114619,562,Rabi       ,10.18
774,64,Dry chillies,2001,22263,562,Rabi       ,10.18
775,68483,Gram,2002,37380,562,Rabi       ,9.41
776,19876,Groundnut,2002,122814,562,Rabi       ,9.41
777,986,Horse-gram,2002,23877,562,Rabi       ,9.41
778,7907,Jowar,2004,61791,562,Rabi       ,9.55
779,6208,Maize,2004,161509,562,Rabi       ,9.55
780,132,Moong(Green Gram),2004,23416,562,Rabi       ,9.55
781,208,Onion,2005,44692,562,Rabi       ,9.58
782,1695,Ragi,2005,164459,562,Rabi       ,9.58
783,10948,Rice,2005,20252,562,Rabi       ,9.58
784,84,Safflower,2006,33271,562,Rabi       ,9.89
785,10,Small millets,2006,163418,562,Rabi       ,9.89
786,446,Urad,2006,14627,562,Rabi       ,9.89
787,75,Wheat,2007,53262,562,Rabi       ,9.44
788,541,Arecanut,2007,184719,562,Whole Year ,9.44
789,8000,Banana,2007,25837,562,Whole Year ,9.44
790,895,Coconut ,2008,53424,562,Whole Year ,9.51
791,2399,Coriander,2008,189096,562,Whole Year ,9.51
792,18,Potato,2008,24322,562,Whole Year ,9.51
793,410,Sugarcane,2009,57763,562,Whole Year ,9.67
794,13277,Sunflower,2009,185496,562,Whole Year ,9.67
795,2,Sweet potato,2009,22374,562,Whole Year ,9.67
796,140,Tobacco,2010,46724,562,Whole Year ,11.31
797,321,Turmeric,2010,170146,562,Whole Year ,11.31
798,558,Arecanut,2010,21192,562,Kharif     ,11.31
799,56586,Arhar/Tur,2011,54257,562,Kharif     ,8.93
800,2176,Bajra,2011,194426,562,Kharif     ,8.93
801,451,Brinjal,2011,28800,562,Kharif     ,8.93
802,24154,Castor seed,2012,62215,562,Kharif     ,10.2
803,2,Coriander,2012,207151,562,Kharif     ,10.2
804,27566,Cotton(lint),2012,26010,562,Kharif     ,10.2
805,586,Cowpea(Lobia),2013,67114,562,Kharif     ,11.08
806,2736,Dry chillies,2013,215290,562,Kharif     ,11.08
807,238,Grapes,2013,31273,562,Kharif     ,11.08
808,708708,Groundnut,1990,41821,534,Kharif     ,16.8
809,848,Horse-gram,1990,41821,534,Kharif     ,20.06
810,7599,Jowar,1990,41821,534,Kharif     ,12.11
811,422,Lemon,1990,41821,534,Kharif     ,14.16
812,7,Linseed,1990,41821,534,Kharif     ,18.05
813,22039,Maize,1990,41821,534,Kharif     ,17.47
814,6276,Mango,1990,289832,534,Kharif     ,16.8
815,481,Moong(Green Gram),1990,289832,534,Kharif     ,20.06
816,1548,Onion,1990,289832,534,Kharif     ,12.11
817,447,Papaya,1990,289832,534,Kharif     ,14.16
818,1279,Pome Granet,1990,289832,534,Kharif     ,18.05
819,1589,Ragi,1990,289832,534,Kharif     ,17.47
820,22056,Rice,1990,88000,534,Kharif     ,16.8
821,2106,Sapota,1990,88000,534,Kharif     ,20.06
822,1343,Small millets,1990,88000,534,Kharif     ,12.11
823,919,Soyabean,1990,88000,534,Kharif     ,14.16
824,76,Sugarcane,1990,88000,534,Kharif     ,18.05
825,6121,Sunflower,1990,88000,534,Kharif     ,17.47
826,10,Tobacco,1990,24883,534,Kharif     ,16.8
827,2552,Tomato,1990,24883,534,Kharif     ,20.06
828,65,Turmeric,1990,24883,534,Kharif     ,12.11
829,31,Urad,1990,24883,534,Kharif     ,14.16
830,20,Bajra,1990,24883,534,Rabi       ,18.05
831,251,Brinjal,1990,24883,534,Rabi       ,17.47
832,232,Castor seed,1990,15718,534,Rabi       ,16.8
833,2606,Coriander,1990,15718,534,Rabi       ,20.06
834,77,Cotton(lint),1990,15718,534,Rabi       ,12.11
835,81,Cowpea(Lobia),1990,15718,534,Rabi       ,14.16
836,70,Dry chillies,1990,15718,534,Rabi       ,18.05
837,89676,Gram,1990,15718,534,Rabi       ,17.47
838,20987,Groundnut,1990,137140,534,Rabi       ,16.8
839,1997,Horse-gram,1990,137140,534,Rabi       ,20.06
840,5795,Jowar,1990,137140,534,Rabi       ,12.11
841,7070,Maize,1990,137140,534,Rabi       ,14.16
842,117,Moong(Green Gram),1990,137140,534,Rabi       ,18.05
843,84,Onion,1990,137140,534,Rabi       ,17.47
844,36,Potato,1990,16344,534,Rabi       ,16.8
845,823,Ragi,1990,16344,534,Rabi       ,20.06
846,6998,Rice,1990,16344,534,Rabi       ,12.11
847,20,Safflower,1990,16344,534,Rabi       ,14.16
848,15,Small millets,1990,16344,534,Rabi       ,18.05
849,4459,Sunflower,1990,16344,534,Rabi       ,17.47
850,7,Sweet potato,1991,39938,534,Rabi       ,16.78
851,115,Tobacco,1991,39938,534,Rabi       ,20.29
852,1395,Tomato,1991,39938,534,Rabi       ,12.22
853,153,Urad,1991,39938,534,Rabi       ,13.77
854,134,Wheat,1991,39938,534,Rabi       ,18.73
855,646,Coconut ,1991,39938,534,Whole Year ,17.85
856,453,Arecanut,1991,285359,534,Kharif     ,16.78
857,49932,Arhar/Tur,1991,285359,534,Kharif     ,20.29
858,1332,Bajra,1991,285359,534,Kharif     ,12.22
859,407,Brinjal,1991,285359,534,Kharif     ,13.77
860,2,Cabbage,1991,285359,534,Kharif     ,18.73
861,9,Cashewnut,1991,285359,534,Kharif     ,17.85
862,11416,Castor seed,1991,88427,534,Kharif     ,16.78
863,37661,Cotton(lint),1991,88427,534,Kharif     ,20.29
864,527,Cowpea(Lobia),1991,88427,534,Kharif     ,12.22
865,2647,Dry chillies,1991,88427,534,Kharif     ,13.77
866,247,Grapes,1991,88427,534,Kharif     ,18.73
867,711145,Groundnut,1991,88427,534,Kharif     ,17.85
868,2317,Horse-gram,1991,19865,534,Kharif     ,16.78
869,14486,Jowar,1991,19865,534,Kharif     ,20.29
870,391,Lemon,1991,19865,534,Kharif     ,12.22
871,7,Linseed,1991,19865,534,Kharif     ,13.77
872,27087,Maize,1991,19865,534,Kharif     ,18.73
873,8711,Mango,1991,19865,534,Kharif     ,17.85
874,481,Moong(Green Gram),1991,15551,534,Kharif     ,16.78
875,1414,Onion,1991,15551,534,Kharif     ,20.29
876,62,Other Kharif pulses,1991,15551,534,Kharif     ,12.22
877,13865,other oilseeds,1991,15551,534,Kharif     ,13.77
878,230,Papaya,1991,15551,534,Kharif     ,18.73
879,1450,Pome Granet,1991,15551,534,Kharif     ,17.85
